fecha,producto_id,nombre,categoria,subcategoria,precio_base,es_estrella,precio_venta,Amazon,Decathlon,Deporvillage,Año,dif_amazon_pct,dif_decathlon_pct,dif_deporvillage_pct,es_black_friday,es_cyber_monday,es_festivo
2025-11-18,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,115.0,84.63,111.51,98.36,2025,35.8856197565875,3.1297641467132946,16.917446116307445,False,False,False
2025-11-19,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,115.0,79.72,105.21,101.68,2025,44.2548921224285,9.305199125558413,13.099921321793856,False,False,False
2025-11-20,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,115.0,89.86,113.07,103.35,2025,27.976852882261294,1.7069072256124584,11.272375423318826,False,False,False
2025-11-21,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,115.0,83.11,103.87,99.61,2025,38.37083383467694,10.715317223452388,15.450255998393736,False,False,False
2025-11-22,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,115.0,90.93,109.47,101.8,2025,26.470911690311215,5.051612313875949,12.966601178781929,False,False,False
2025-11-23,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,115.0,93.77,117.81,101.14,2025,22.640503359283358,-2.3851965028435633,13.703776942851492,False,False,False
2025-11-24,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,115.0,80.2,122.64,100.61,2025,43.39152119700748,-6.229615133724723,14.302753205446775,False,False,False
2025-11-25,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,115.0,92.19,112.71,95.7,2025,24.74237986766461,2.031762931416916,20.16718913270637,False,False,False
2025-11-26,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,115.0,85.94,112.14,94.15,2025,33.814289038864324,2.550383449259853,22.145512480084964,False,False,False
2025-11-27,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,115.0,90.02,117.47,99.83,2025,27.74938902466119,-2.102664510087681,15.19583291595713,False,False,False
2025-11-28,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,97.75,84.62,116.68,98.96,2025,15.51642637674308,-16.223860130270833,-1.2227162489894845,True,False,False
2025-11-29,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,115.0,89.41,115.61,106.52,2025,28.620959624203113,-0.5276360176455319,7.960946301164104,False,False,False
2025-11-30,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,115.0,89.5,115.22,96.99,2025,28.49162011173184,-0.19093907307758973,18.568924631405306,False,False,False
2025-11-01,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,135.0,121.0,116.13,120.11,2025,11.570247933884298,16.249031258072854,12.396969444675715,False,False,True
2025-11-02,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,135.0,114.52,113.78,126.45,2025,17.883339154732802,18.650026366672527,6.76156583629893,False,False,False
2025-11-03,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,135.0,120.78,107.31,125.41,2025,11.773472429210132,25.80374615599664,7.646918108603782,False,False,False
2025-11-04,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,135.0,123.43,112.46,129.05,2025,9.373734100299759,20.04268184243287,4.610616040294451,False,False,False
2025-11-05,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,135.0,131.62,117.72,111.92,2025,2.56799878437927,14.678899082568808,20.621872766261614,False,False,False
2025-11-06,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,135.0,116.53,121.22,119.94,2025,15.849995709259417,11.367761095528792,12.556278139069537,False,False,False
2025-11-07,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,135.0,120.68,110.89,124.77,2025,11.866092144514411,21.74226711155199,8.199086318826645,False,False,False
2025-11-08,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,135.0,121.34,118.71,128.24,2025,11.257623207516067,13.722517058377564,5.271366188396748,False,False,False
2025-11-09,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,135.0,121.44,113.49,124.94,2025,11.166007905138342,18.953211736716895,8.051864895149674,False,False,False
2025-11-10,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,135.0,116.05,109.66,125.85,2025,16.329168461869887,23.107787707459423,7.270560190703224,False,False,False
2025-11-11,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,135.0,122.63,122.69,123.66,2025,10.087254342330592,10.03341755644307,9.170305676855898,False,False,False
2025-11-12,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,135.0,115.83,103.14,121.07,2025,16.550116550116552,30.89005235602094,11.505740480713643,False,False,False
2025-11-13,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,135.0,119.51,114.47,121.54,2025,12.96125847209438,17.934830086485544,11.074543360210624,False,False,False
2025-11-14,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,135.0,125.38,117.78,132.83,2025,7.672675067793911,14.620478858889454,1.6336670932771116,False,False,False
2025-11-15,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,135.0,111.55,117.92,126.61,2025,21.021963245181535,14.484396200814109,6.626648763920702,False,False,False
2025-11-16,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,135.0,118.13,117.61,129.04,2025,14.280876999915352,14.78615763965649,4.618722876627409,False,False,False
2025-11-17,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,135.0,115.55,108.22,134.81,2025,16.83254002596279,24.74588800591388,0.14093909947333116,False,False,False
2025-11-18,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,135.0,114.23,114.48,119.17,2025,18.18261402433686,17.924528301886788,13.283544516237306,False,False,False
2025-11-19,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,135.0,121.05,109.2,128.3,2025,11.524163568773236,23.626373626373624,5.222135619641456,False,False,False
2025-11-20,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,135.0,115.81,114.69,123.37,2025,16.57024436577152,17.708605806957888,9.426927129772226,False,False,False
2025-11-21,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,135.0,119.59,123.49,126.37,2025,12.885692783677563,9.320592760547418,6.829152488723586,False,False,False
2025-11-22,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,135.0,116.57,116.86,126.41,2025,15.810242772583006,15.522847852130756,6.795348469266675,False,False,False
2025-11-23,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,135.0,121.18,107.98,136.76,2025,11.404522198382566,25.023152435636227,-1.2869260017548925,False,False,False
2025-11-24,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,135.0,116.88,108.61,114.06,2025,15.50308008213553,24.297946782064265,18.35875854813256,False,False,False
2025-11-25,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,135.0,131.62,114.54,124.42,2025,2.56799878437927,17.862755369303294,8.503456036007071,False,False,False
2025-11-26,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,135.0,114.75,108.06,135.22,2025,17.647058823529413,24.930594114380895,-0.16269782576541847,False,False,False
2025-11-27,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,135.0,121.46,107.29,130.07,2025,11.147702947472425,25.82719731568645,3.790266779426468,False,False,False
2025-11-28,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,114.75,116.78,108.83,120.26,2025,-1.738311354684022,5.439676559772123,-4.581739564277403,True,False,False
2025-11-29,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,135.0,129.59,119.82,112.9,2025,4.174704838336289,12.669003505257892,19.574844995571297,False,False,False
2025-11-30,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,135.0,123.73,111.02,125.09,2025,9.108542794795115,21.599711763646194,7.922295946918216,False,False,False
2025-11-01,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,86.39,88.64,74.21,85.22,2025,-2.5383574007220218,16.412882360867815,1.3729171555972797,False,False,True
2025-11-02,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,85.16,76.03,78.17,87.39,2025,12.008417729843476,8.942049379557368,-2.5517793797917427,False,False,False
2025-11-03,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,86.43,84.38,76.74,79.77,2025,2.429485660109044,12.627052384675544,8.349003384731116,False,False,False
2025-11-04,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,86.12,81.64,73.86,81.7,2025,5.487506124448805,16.598971026265914,5.410036719706244,False,False,False
2025-11-05,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,85.15,86.38,76.51,82.36,2025,-1.4239407270201316,11.292641484773231,3.387566779990294,False,False,False
2025-11-06,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,83.32,87.68,79.18,87.41,2025,-4.972627737226293,5.228593079060351,-4.679098501315643,False,False,False
2025-11-07,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,85.78,81.1,76.72,85.61,2025,5.770653514180033,11.809176225234623,0.19857493283495117,False,False,False
2025-11-08,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,84.43,89.33,77.08,83.22,2025,-5.485279301466464,9.535547483134417,1.4539774092766258,False,False,False
2025-11-09,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,84.41,88.59,81.31,84.31,2025,-4.718365504007232,3.8125691796826886,0.11860989206499148,False,False,False
2025-11-10,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,83.71,89.46,80.25,87.11,2025,-6.427453610552202,4.311526479750771,-3.9031110090689998,False,False,False
2025-11-11,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,85.21,84.74,81.89,76.09,2025,0.5546377153646435,4.054219074368047,11.98580628203442,False,False,False
2025-11-12,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,83.39,88.63,73.66,87.9,2025,-5.91221933882432,13.209340211783877,-5.130830489192269,False,False,False
2025-11-13,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,85.03,83.91,78.56,89.31,2025,1.3347634370158556,8.235743380855395,-4.792296495353265,False,False,False
2025-11-14,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,84.08,82.56,76.99,83.17,2025,1.8410852713178247,9.208988180283159,1.0941445232655964,False,False,False
2025-11-15,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,83.85,89.06,78.48,82.83,2025,-5.84998877161465,6.842507645259927,1.2314378848243344,False,False,False
2025-11-16,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,86.33,87.23,81.35,85.11,2025,-1.0317551301157923,6.12169637369392,1.433439078839148,False,False,False
2025-11-17,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,86.35,81.73,76.67,83.28,2025,5.6527590847913745,12.625538020086074,3.6863592699327485,False,False,False
2025-11-18,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,86.08,78.27,70.25,85.66,2025,9.978280311741411,22.533807829181494,0.4903105300023369,False,False,False
2025-11-19,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,84.06,83.35,75.36,84.02,2025,0.8518296340731949,11.54458598726115,0.04760771244942425,False,False,False
2025-11-20,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,85.06,86.74,74.97,89.07,2025,-1.9368226884943427,13.458716820061362,-4.502077018075661,False,False,False
2025-11-21,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,86.6,76.21,77.5,84.74,2025,13.633381446004464,11.74193548387096,2.1949492565494446,False,False,False
2025-11-22,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,83.48,96.07,78.89,83.71,2025,-13.105027584053284,5.8182279122829295,-0.27475809341773955,False,False,False
2025-11-23,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,84.11,84.75,74.35,88.23,2025,-0.7551622418879063,13.127101546738407,-4.669613510143947,False,False,False
2025-11-24,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,84.11,88.32,75.36,89.01,2025,-4.766757246376805,11.610934182590233,-5.5049994382653695,False,False,False
2025-11-25,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,85.45,87.57,83.61,81.35,2025,-2.4209204065319065,2.2006936969262094,5.039950829748014,False,False,False
2025-11-26,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,83.44,82.34,82.28,87.36,2025,1.3359242166626115,1.4098201263976624,-4.487179487179489,False,False,False
2025-11-27,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,83.36,77.88,77.76,81.12,2025,7.036466358500262,7.201646090534972,2.761341222879678,False,False,False
2025-11-28,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,72.25,85.09,74.81,80.79,2025,-15.089904806675289,-3.4220024060954444,-10.570615175145445,True,False,False
2025-11-29,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,83.69,80.89,79.81,80.57,2025,3.4614909135863487,4.861546172158872,3.872409085267475,False,False,False
2025-11-30,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,86.08,91.09,84.57,83.5,2025,-5.5000548907673785,1.785503133498883,3.0898203592814353,False,False,False
2025-11-01,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,74.09,85.42,65.98,76.98,2025,-13.263872629360804,12.291603516217034,-3.7542218758119,False,False,True
2025-11-02,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,73.57,70.19,69.57,73.81,2025,4.8155007835873995,5.749604714675867,-0.3251591925213509,False,False,False
2025-11-03,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,73.55,77.36,68.06,76.36,2025,-4.925025853154088,8.066411989421091,-3.6799371398638057,False,False,False
2025-11-04,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,76.4,71.09,64.61,73.22,2025,7.469404979603322,18.247949233864734,4.343075662387335,False,False,False
2025-11-05,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,74.01,77.93,70.14,74.65,2025,-5.030155267547801,5.517536355859716,-0.8573342263898198,False,False,False
2025-11-06,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,75.59,70.94,68.76,74.56,2025,6.554835071891747,9.93310063990692,1.381437768240345,False,False,False
2025-11-07,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,76.13,69.9,70.54,77.22,2025,8.91273247496422,7.924581797561651,-1.411551411551416,False,False,False
2025-11-08,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,75.61,68.96,66.04,75.76,2025,9.643271461716948,14.491217443973337,-0.197993664202753,False,False,False
2025-11-09,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,76.1,76.56,68.43,76.7,2025,-0.6008359456635423,11.208534268595626,-0.7822685788787596,False,False,False
2025-11-10,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,75.0,76.79,71.2,76.92,2025,-2.3310326865477355,5.337078651685389,-2.496099843993762,False,False,False
2025-11-11,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,76.17,77.11,65.51,70.44,2025,-1.219037738295938,16.27232483590291,8.134582623509376,False,False,False
2025-11-12,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,73.78,72.54,68.58,80.51,2025,1.7094017094017022,7.582385535141444,-8.359210036020375,False,False,False
2025-11-13,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,74.36,66.99,67.34,74.61,2025,11.001642036124801,10.424710424710417,-0.33507572711432787,False,False,False
2025-11-14,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,73.61,72.6,71.08,74.57,2025,1.3911845730027619,3.5593697242543634,-1.2873809843100361,False,False,False
2025-11-15,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,75.81,70.16,69.74,71.05,2025,8.053021664766256,8.703756811012344,6.699507389162569,False,False,False
2025-11-16,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,73.76,74.68,66.75,80.06,2025,-1.23192287091591,10.501872659176037,-7.86909817636772,False,False,False
2025-11-17,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,75.68,77.04,68.41,75.57,2025,-1.7653167185877456,10.627101300979405,0.14556040756915925,False,False,False
2025-11-18,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,74.47,71.84,70.49,72.31,2025,3.660913140311797,5.646190949070797,2.987138708339091,False,False,False
2025-11-19,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,73.58,74.03,66.45,78.79,2025,-0.6078616776982343,10.729872084273882,-6.6125142784617434,False,False,False
2025-11-20,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,74.02,72.59,66.75,79.06,2025,1.9699683151949203,10.891385767790256,-6.3749051353402555,False,False,False
2025-11-21,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,75.48,76.12,69.31,78.76,2025,-0.8407777193904368,8.902034338479298,-4.164550533265618,False,False,False
2025-11-22,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,75.34,68.39,67.17,77.75,2025,10.162304430472295,12.16316808098854,-3.0996784565916355,False,False,False
2025-11-23,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,73.54,71.65,67.78,79.34,2025,2.6378227494766233,8.49808203009738,-7.310310057978317,False,False,False
2025-11-24,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,73.79,61.48,65.83,73.73,2025,20.022771633051413,12.091751481087663,0.08137800081378309,False,False,False
2025-11-25,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,74.7,69.48,72.21,77.9,2025,7.512953367875645,3.4482758620689786,-4.107830551989734,False,False,False
2025-11-26,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,73.64,80.28,64.8,77.47,2025,-8.271051320378675,13.641975308641982,-4.943849231960757,False,False,False
2025-11-27,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,75.48,74.53,67.87,74.56,2025,1.2746545015430066,11.212612347134225,1.2339055793991438,False,False,False
2025-11-28,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,63.75,72.75,70.15,69.0,2025,-12.371134020618557,-9.123307198859594,-7.608695652173914,True,False,False
2025-11-29,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,74.87,77.25,68.55,75.56,2025,-3.080906148867308,9.219547775346474,-0.9131815775542584,False,False,False
2025-11-30,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,76.22,74.06,69.07,72.76,2025,2.9165541452876,10.351816997249177,4.755360087960408,False,False,False
2025-11-01,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,34.76,36.95,32.91,35.69,2025,-5.926928281461447,5.621391674263147,-2.6057719249089373,False,False,True
2025-11-02,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,34.43,35.95,31.24,34.87,2025,-4.22809457579973,10.211267605633807,-1.261829652996839,False,False,False
2025-11-03,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,35.07,36.61,31.86,33.8,2025,-4.206500956022943,10.075329566854993,3.757396449704151,False,False,False
2025-11-04,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,34.5,34.17,32.71,36.65,2025,0.9657594381035947,5.4723326199938835,-5.866302864938605,False,False,False
2025-11-05,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,34.44,35.23,31.45,34.26,2025,-2.2424070394550077,9.50715421303656,0.5253940455341498,False,False,False
2025-11-06,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,34.42,35.21,33.32,34.26,2025,-2.243680772507808,3.3013205282112885,0.46701692936370026,False,False,False
2025-11-07,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,35.63,33.42,31.78,35.28,2025,6.612806702573312,12.114537444933925,0.992063492063496,False,False,False
2025-11-08,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,34.89,37.55,31.68,34.87,2025,-7.083888149134479,10.13257575757576,0.057355893318047406,False,False,False
2025-11-09,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,34.96,35.38,31.09,35.55,2025,-1.1871113623516159,12.447732389835963,-1.6596343178621558,False,False,False
2025-11-10,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,35.65,37.66,30.4,33.78,2025,-5.337227827934143,17.269736842105264,5.535820011841318,False,False,False
2025-11-11,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,35.52,35.19,32.04,35.0,2025,0.9377664109122062,10.861423220973796,1.4857142857142946,False,False,False
2025-11-12,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,35.66,33.31,34.57,35.41,2025,7.054938456919826,3.1530228521839643,0.7060152499293986,False,False,False
2025-11-13,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,35.27,38.83,31.16,36.01,2025,-9.168168941540035,13.189987163029535,-2.054984726464857,False,False,False
2025-11-14,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,34.36,35.12,31.9,36.15,2025,-2.1640091116173066,7.711598746081508,-4.951590594744119,False,False,False
2025-11-15,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,35.17,33.19,31.35,32.11,2025,5.9656523049111305,12.18500797448166,9.52974151354719,False,False,False
2025-11-16,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,35.12,33.78,29.88,35.35,2025,3.966844286560084,17.53681392235609,-0.6506364922206619,False,False,False
2025-11-17,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,35.44,33.08,32.57,33.16,2025,7.13422007255139,8.811789990789062,6.875753920386011,False,False,False
2025-11-18,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,35.61,38.22,31.94,34.51,2025,-6.828885400313971,11.490294301815899,3.1874818893074517,False,False,False
2025-11-19,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,35.43,31.54,33.54,34.73,2025,12.333544705136337,5.6350626118067995,2.0155485171321708,False,False,False
2025-11-20,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,34.88,37.1,31.9,34.8,2025,-5.983827493261453,9.341692789968665,0.22988505747127988,False,False,False
2025-11-21,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,35.51,34.78,32.07,34.29,2025,2.098907418056345,10.726535703149354,3.557888597258673,False,False,False
2025-11-22,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,34.93,35.94,30.49,35.57,2025,-2.81023928770172,14.562151525090197,-1.7992690469496784,False,False,False
2025-11-23,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,35.24,31.88,33.45,35.31,2025,10.539523212045179,5.351270553064272,-0.19824412347776912,False,False,False
2025-11-24,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,35.03,33.36,32.15,36.9,2025,5.005995203836935,8.958009331259728,-5.067750677506768,False,False,False
2025-11-25,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,35.49,38.65,33.99,34.55,2025,-8.175937904269073,4.41306266548985,2.7206946454414034,False,False,False
