fecha,producto_id,nombre,categoria,subcategoria,precio_base,es_estrella,unidades_vendidas,precio_venta,ingresos,Amazon,Decathlon,Deporvillage,mes,Año,dif_amazon_pct,dif_decathlon_pct,dif_deporvillage_pct
2024-11-01,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,49.42,49.42,46.15,46.42,49.48,2024-11,2024,7.085590465872163,6.462731581214993,-0.12126111560225379
2024-11-02,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,21,113.69,2387.49,91.64,123.05,107.26,2024-11,2024,24.061545176778694,-7.606663957740755,5.9947790415811975
2024-11-02,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,16,138.51,2216.16,125.19,120.14,130.75,2024-11,2024,10.639827462257363,15.290494423172957,5.934990439770547
2024-11-02,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,4,85.76,343.04,86.84,74.47,84.86,2024-11,2024,-1.2436665131275888,15.160467302269378,1.060570351166634
2024-11-02,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,4,75.59,302.36,72.21,70.83,72.67,2024-11,2024,4.680792134053469,6.720316250176486,4.018164304389709
2024-11-02,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,3,33.99,101.97,31.94,32.41,35.43,2024-11,2024,6.418284283030684,4.875038568343122,-4.064352243861128
2024-11-02,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,3,65.61,196.83,62.24,61.65,61.83,2024-11,2024,5.414524421593827,6.423357664233579,6.113537117903932
2024-11-02,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,3,69.6,208.8,73.63,60.45,65.31,2024-11,2024,-5.47331250848839,15.136476426798993,6.568672485071186
2024-11-02,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,3,63.51,190.53,59.29,57.29,62.12,2024-11,2024,7.117557766908414,10.857043113981495,2.237604636188024
2024-11-02,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,3,393.94,1181.82,401.61,368.57,385.56,2024-11,2024,-1.9098130026642801,6.883360013023308,2.173461977383545
2024-11-02,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,3,170.61,511.83,195.09,164.14,182.17,2024-11,2024,-12.548054743964318,3.9417570366760253,-6.34572102980731
2024-11-02,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,5,44.53,222.65,45.31,40.71,45.21,2024-11,2024,-1.721474288236595,9.383443871284697,-1.5040920150409194
2024-11-02,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,6,56.53,339.18,51.78,52.39,55.9,2024-11,2024,9.173426033217458,7.902271425844627,1.1270125223613643
2024-11-02,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,5,24.9,124.5,27.19,22.05,24.73,2024-11,2024,-8.422214049282834,12.9251700680272,0.6874241811564826
2024-11-02,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,4,39.79,159.16,39.93,36.22,41.78,2024-11,2024,-0.35061357375407104,9.85643290999448,-4.763044518908574
2024-11-02,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,6,151.06,906.36,149.67,155.65,145.45,2024-11,2024,0.9287098282889122,-2.948923867651785,3.856995531110357
2024-11-02,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,5,829.91,4149.55,803.73,780.42,865.21,2024-11,2024,3.257312779167127,6.341457164091131,-4.079934351197982
2024-11-02,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,3,96.57,289.71,89.12,87.37,90.01,2024-11,2024,8.359515260323146,10.52993018198465,7.288079102321951
2024-11-02,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,3,68.17,204.51,74.36,63.03,69.9,2024-11,2024,-8.324367939752552,8.154846898302397,-2.4749642346208924
2024-11-02,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,113.17,226.34,104.76,98.98,105.41,2024-11,2024,8.027873234058799,14.336229541321476,7.36173038611138
2024-11-02,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,82.31,164.62,80.7,75.63,79.21,2024-11,2024,1.995043370508054,8.832473886024074,3.9136472667592583
2024-11-02,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,7,132.9,930.3,140.21,120.38,127.82,2024-11,2024,-5.213608159189788,10.400398737331791,3.97433891409796
2024-11-02,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,2,20.27,40.54,21.04,18.05,19.7,2024-11,2024,-3.6596958174904923,12.299168975069245,2.8934010152284277
2024-11-02,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,2,34.65,69.3,35.83,31.4,33.84,2024-11,2024,-3.293329612056935,10.35031847133758,2.3936170212765813
2024-11-02,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,2,50.64,101.28,52.16,46.52,48.51,2024-11,2024,-2.9141104294478453,8.856405846947544,4.390847247990111
2024-11-03,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,16,116.76,1868.16,93.11,121.32,107.32,2024-11,2024,25.40006443990979,-3.7586547972304554,8.796123742079773
2024-11-03,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,18,137.05,2466.9,126.07,118.11,132.52,2024-11,2024,8.709447132545426,16.035898738464155,3.418351946875944
2024-11-03,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,3,86.51,259.53,83.63,82.11,89.44,2024-11,2024,3.4437402845868825,5.358665205212527,-3.2759391771019595
2024-11-03,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,3,76.77,230.31,79.83,72.0,73.82,2024-11,2024,-3.833145434047353,6.624999999999995,3.9962069899756205
2024-11-03,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,3,34.15,102.45,37.57,31.85,36.91,2024-11,2024,-9.103007718924678,7.221350078492926,-7.4776483337848765
2024-11-03,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,66.25,132.5,62.42,61.21,61.55,2024-11,2024,6.1358538929830155,8.233948701192615,7.636068237205529
2024-11-03,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,68.4,136.8,72.17,64.87,72.42,2024-11,2024,-5.22377719273936,5.441652535840914,-5.550952775476382
2024-11-03,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,3,63.29,189.87,61.51,59.13,62.04,2024-11,2024,2.893838400260122,7.0353458481312305,2.014829142488717
2024-11-03,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,3,411.06,1233.18,414.26,355.97,389.92,2024-11,2024,-0.7724617390044872,15.476023260387104,5.421624948707423
2024-11-03,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,3,179.47,538.41,195.49,163.0,178.22,2024-11,2024,-8.194792572510108,10.104294478527606,0.7013803164627989
2024-11-03,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,3,44.24,132.72,42.27,41.49,45.32,2024-11,2024,4.660515732197773,6.628103157387322,-2.383053839364515
2024-11-03,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,4,54.2,216.8,52.67,53.05,53.47,2024-11,2024,2.9048794380102545,2.1677662582469477,1.3652515429212717
2024-11-03,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,4,25.23,100.92,25.16,22.88,24.49,2024-11,2024,0.2782193958664558,10.270979020979027,3.0216414863209557
2024-11-03,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,3,40.35,121.05,41.31,36.66,37.54,2024-11,2024,-2.3238925199709533,10.065466448445186,7.485348961108157
2024-11-03,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,5,146.67,733.35,147.43,156.99,144.39,2024-11,2024,-0.5154988808248112,-6.573667112554952,1.5790567213795978
2024-11-03,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,5,847.73,4238.65,816.26,770.82,859.04,2024-11,2024,3.8553892142209625,9.977686100516328,-1.3165859564164586
2024-11-03,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,4,92.23,368.92,90.85,89.41,93.82,2024-11,2024,1.5189873417721627,3.154009618610902,-1.6947345981666906
2024-11-03,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,68.38,136.76,66.77,65.22,70.07,2024-11,2024,2.411262543058259,4.8451395277522185,-2.4118738404452658
2024-11-03,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,3,107.18,321.54,109.05,106.37,113.65,2024-11,2024,-1.714809720311775,0.7614929021340625,-5.692916849978001
2024-11-03,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,3,82.36,247.08,80.55,72.38,80.06,2024-11,2024,2.2470515207945403,13.78833932025422,2.8728453659755147
2024-11-03,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,8,127.89,1023.12,137.35,121.9,131.62,2024-11,2024,-6.887513651255911,4.913863822805574,-2.833915818264704
2024-11-03,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,2,20.45,40.9,21.38,18.34,20.65,2024-11,2024,-4.349859681945743,11.504907306434022,-0.9685230024213041
2024-11-03,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,2,34.59,69.18,37.28,33.71,36.55,2024-11,2024,-7.215665236051495,2.6105013349154627,-5.362517099863185
2024-11-03,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,50.5,50.5,46.62,44.26,48.67,2024-11,2024,8.322608322608328,14.098508811568012,3.760016437230323
2024-11-04,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,14,115.15,1612.1,92.75,117.01,107.56,2024-11,2024,24.15094339622642,-1.5896077258353982,7.056526589810341
2024-11-04,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,16,134.12,2145.92,127.53,121.34,129.57,2024-11,2024,5.167411589429941,10.532388330311521,3.5116153430578154
2024-11-04,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,3,84.03,252.09,87.36,76.14,83.28,2024-11,2024,-3.8118131868131853,10.362490149724193,0.9005763688760807
2024-11-04,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,3,74.68,224.04,76.75,71.93,73.15,2024-11,2024,-2.6970684039087858,3.823161406923398,2.091592617908409
2024-11-04,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,3,35.27,105.81,35.42,32.23,36.76,2024-11,2024,-0.4234895539243325,9.432206019236757,-4.053318824809562
2024-11-04,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,63.43,126.86,65.94,59.66,62.52,2024-11,2024,-3.8064907491659055,6.319141803553475,1.4555342290466995
2024-11-04,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,70.9,141.8,74.63,65.11,71.0,2024-11,2024,-4.9979900844164415,8.89264321916757,-0.1408450704225272
2024-11-04,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,3,64.5,193.5,60.5,59.42,65.87,2024-11,2024,6.6115702479338845,8.549309996634127,-2.07985425838774
2024-11-04,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,3,390.16,1170.48,403.19,361.28,390.34,2024-11,2024,-3.231726977355583,7.993799822852096,-0.04611364451502536
2024-11-04,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,3,174.85,524.55,193.46,164.85,175.86,2024-11,2024,-9.619559598883496,6.066120715802245,-0.5743204822017624
2024-11-04,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,4,44.93,179.72,43.46,38.84,42.4,2024-11,2024,3.382420616658994,15.679711637487115,5.966981132075475
2024-11-04,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,5,54.52,272.6,57.21,50.37,52.58,2024-11,2024,-4.701975179164478,8.239031169346847,3.689615823507046
2024-11-04,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,4,24.46,97.84,26.07,23.63,23.47,2024-11,2024,-6.17568085922516,3.5124841303427927,4.2181508308479
2024-11-04,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,4,41.02,164.08,39.39,36.35,38.72,2024-11,2024,4.138106118304145,12.847317744154063,5.94008264462811
2024-11-04,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,4,145.53,582.12,151.18,158.17,143.9,2024-11,2024,-3.7372668342373365,-7.991401656445589,1.1327310632383567
2024-11-04,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,4,826.56,3306.24,813.0,776.48,863.82,2024-11,2024,1.667896678966783,6.449618792499476,-4.313398624713494
2024-11-04,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,2,94.53,189.06,89.39,85.08,90.69,2024-11,2024,5.750083902002462,11.107193229901274,4.234204432682769
2024-11-04,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,69.49,138.98,71.28,65.44,70.71,2024-11,2024,-2.5112233445566865,6.188875305623467,-1.7253570923490298
2024-11-04,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,3,106.8,320.4,112.5,100.15,115.19,2024-11,2024,-5.066666666666669,6.640039940089856,-7.283618369650144
2024-11-04,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,79.14,158.28,81.02,75.55,83.02,2024-11,2024,-2.3204147124166816,4.751819986763738,-4.673572633100453
2024-11-04,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,8,126.84,1014.72,143.13,117.86,132.81,2024-11,2024,-11.381261789981131,7.619209231291365,-4.495143437994126
2024-11-04,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,2,19.7,39.4,18.9,18.34,19.42,2024-11,2024,4.232804232804237,7.415485278080696,1.4418125643666198
2024-11-04,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,35.72,35.72,36.1,33.77,32.86,2024-11,2024,-1.0526315789473755,5.774355937222373,8.703590992087642
2024-11-04,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,2,51.1,102.2,46.19,44.29,51.84,2024-11,2024,10.630006494912326,15.375931361481152,-1.427469135802473
2024-11-05,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,15,115.84,1737.6,92.6,121.01,108.04,2024-11,2024,25.097192224622038,-4.272374183951741,7.219548315438723
2024-11-05,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,18,133.18,2397.24,123.94,119.08,131.41,2024-11,2024,7.4552202678715584,11.840779308028223,1.3469294574233392
2024-11-05,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,3,84.0,252.0,84.36,74.81,82.96,2024-11,2024,-0.42674253200568923,12.284453950006679,1.2536162005785996
2024-11-05,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,3,74.0,222.0,70.84,65.5,76.45,2024-11,2024,4.460756634669673,12.977099236641221,-3.204708960104647
2024-11-05,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,3,34.07,102.21,31.54,31.44,33.98,2024-11,2024,8.021559923906155,8.36513994910941,0.2648616833431531
2024-11-05,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,65.69,131.38,65.84,61.91,63.43,2024-11,2024,-0.22782503037667934,6.105637215312552,3.562982815702346
2024-11-05,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,3,68.67,206.01,65.86,66.14,70.42,2024-11,2024,4.26662617673854,3.8252192319322664,-2.485089463220676
2024-11-05,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,3,66.3,198.9,67.46,59.52,64.75,2024-11,2024,-1.7195375037058949,11.391129032258055,2.3938223938223895
2024-11-05,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,3,402.62,1207.86,414.67,371.23,381.29,2024-11,2024,-2.905925193527386,8.455674379764561,5.5941671693461625
2024-11-05,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,3,170.02,510.06,193.5,162.33,176.82,2024-11,2024,-12.134366925064594,4.737263598841864,-3.845718810089347
2024-11-05,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,4,44.68,178.72,42.72,40.65,44.78,2024-11,2024,4.58801498127341,9.913899138991393,-0.22331397945511705
2024-11-05,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,5,54.73,273.65,50.31,48.5,52.3,2024-11,2024,8.785529715762262,12.845360824742261,4.646271510516252
2024-11-05,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,4,25.26,101.04,26.38,23.04,25.2,2024-11,2024,-4.245640636846086,9.635416666666677,0.23809523809524713
2024-11-05,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,3,39.79,119.37,40.71,38.02,40.06,2024-11,2024,-2.2598870056497216,4.655444502893203,-0.6739890164752949
2024-11-05,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,5,151.18,755.9,146.82,160.89,146.71,2024-11,2024,2.969622667211561,-6.035179315059967,3.046827073819098
2024-11-05,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,4,833.01,3332.04,818.5,784.01,839.69,2024-11,2024,1.7727550397067797,6.249920281629061,-0.7955316843120751
2024-11-05,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,2,94.67,189.34,93.32,90.29,95.35,2024-11,2024,1.4466352336048098,4.851035552109863,-0.7131620346093264
2024-11-05,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,70.9,141.8,70.29,67.29,70.4,2024-11,2024,0.8678332621994584,5.364838757616287,0.7102272727272727
2024-11-05,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,106.78,213.56,106.74,98.84,115.15,2024-11,2024,0.037474236462437936,8.033184945366246,-7.268779852366482
2024-11-05,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,78.07,156.14,80.23,70.88,77.29,2024-11,2024,-2.692259753209536,10.143905191873587,1.0091861819122614
2024-11-05,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,6,133.75,802.5,141.55,118.18,128.56,2024-11,2024,-5.5104203461674395,13.174818074124211,4.037025513378965
2024-11-05,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,1,19.65,19.65,20.63,17.96,19.47,2024-11,2024,-4.750363548230734,9.409799554565689,0.9244992295839739
2024-11-05,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,2,35.34,70.68,32.66,31.02,35.86,2024-11,2024,8.205756276791204,13.926499032882026,-1.4500836586726047
2024-11-05,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,49.43,49.43,51.35,44.86,52.8,2024-11,2024,-3.7390457643622232,10.187249219794918,-6.382575757575753
2024-11-06,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,19,115.17,2188.23,93.07,123.01,106.85,2024-11,2024,23.745567852154302,-6.373465571904726,7.786616752456722
2024-11-06,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,17,136.75,2324.75,125.96,121.56,131.61,2024-11,2024,8.566211495712931,12.495886804870022,3.905478307119509
2024-11-06,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,3,86.38,259.14,78.36,77.25,88.81,2024-11,2024,10.234813680449204,11.818770226537211,-2.736178358292993
2024-11-06,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,4,74.67,298.68,74.41,65.99,71.7,2024-11,2024,0.3494154011557655,13.153508107288994,4.14225941422594
2024-11-06,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,3,34.91,104.73,33.93,32.02,36.24,2024-11,2024,2.8882994400235686,9.025608994378493,-3.6699779249448268
2024-11-06,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,64.31,128.62,67.21,60.25,66.13,2024-11,2024,-4.314834102068133,6.738589211618261,-2.752154846514431
2024-11-06,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,3,70.57,211.71,68.97,64.55,65.65,2024-11,2024,2.3198492098013546,9.326103795507352,7.494287890327475
2024-11-06,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,66.1,132.2,70.98,57.24,66.6,2024-11,2024,-6.875176105945351,15.478686233403199,-0.7507507507507508
2024-11-06,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,401.88,803.76,407.01,364.99,383.31,2024-11,2024,-1.2604112921058441,10.107126222636232,4.844642717382795
2024-11-06,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,3,180.17,540.51,191.71,159.71,179.14,2024-11,2024,-6.019508632830848,12.810719428964987,0.5749692977559457
2024-11-06,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,4,45.2,180.8,48.03,40.42,44.91,2024-11,2024,-5.892150739121379,11.82582879762494,0.6457359162770124
2024-11-06,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,5,54.08,270.4,53.67,51.56,51.99,2024-11,2024,0.7639277063536363,4.887509697439868,4.020003846893625
2024-11-06,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,4,24.98,99.92,27.05,23.14,24.17,2024-11,2024,-7.652495378927912,7.951598962834917,3.351261894911041
2024-11-06,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,3,38.87,116.61,42.78,35.85,41.56,2024-11,2024,-9.139784946236567,8.423988842398874,-6.4725697786333125
2024-11-06,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,4,148.94,595.76,152.76,162.15,144.78,2024-11,2024,-2.5006546216286942,-8.146777674992297,2.8733250448957017
2024-11-06,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,4,809.05,3236.2,822.58,791.86,840.91,2024-11,2024,-1.6448248194704571,2.1708382794938426,-3.788752660807936
